hmm_profile	orf_id	score	i_evalue	env_from	env_to
FAM030475	Contig148_ORF_931_2119-	142.74	2.5015149242726916e-42	13	301
FAM030475	Contig400_ORF_1273_4156+	123.18	2.2618049867472437e-36	674	961
FAM030475	Contig401_ORF_1286_4169+	123.18	2.2618049867472437e-36	674	961
FAM030475	Contig385_ORF_2494_11404-	112.15	5.181436589282724e-33	1894	2183
FAM030475	Contig401_ORF_4916_5972+	60.76	2.316480637793039e-17	2	160
FAM030475	Contig511_ORF_186_2946-	77.22	2.2475172333618093e-22	657	913
FAM030475	Contig317_ORF_168_3645-	98.03	1.0357168411620107e-28	908	1145
FAM030475	Contig172_ORF_132_1131-	98.22	9.030506657109933e-29	23	267
FAM030475	Contig318_ORF_745_2890-	63.05	4.675400520527319e-18	540	707
FAM030475	Contig301_ORF_1259_3131+	51.43	1.6099156520425833e-14	307	545
FAM008451	Contig252_ORF_84_5007+	88.76	4.400725329904832e-26	628	989
FAM010361	Contig125_ORF_3532_4957-	50.0	7.711719155225689e-14	298	424
FAM014667	Contig337_ORF_493_2113+	128.72	5.689395569406531e-38	49	489
FAM012184	Contig148_ORF_931_2119-	78.15	1.5093933927686946e-22	93	298
FAM012184	Contig385_ORF_2494_11404-	64.63	2.00041324753874e-18	1902	2169
FAM012184	Contig172_ORF_132_1131-	50.04	5.588305991028017e-14	88	266
FAM022154	Contig255_ORF_931_1837-	81.43	1.1384195947180695e-23	28	274
FAM030618	Contig418_ORF_900_2493+	149.83	2.1994383215103786e-44	102	530
FAM023074	Contig125_ORF_3532_4957-	106.81	8.485002603629605e-32	31	469
FAM023074	Contig125_ORF_3034_3526-	63.0	1.3589222355613368e-18	1	141
FAM023060	Contig125_ORF_3532_4957-	52.9	5.256762879024656e-15	252	468
FAM004395	Contig30_ORF_3706_4909-	91.7	7.779558765691338e-27	31	396
FAM004395	Contig246_ORF_150_1404+	88.8	5.849767849900843e-26	49	414
FAM004395	Contig330_ORF_58_1180-	76.36	3.439125053576912e-22	19	371
FAM004395	Contig329_ORF_418_1636-	76.19	3.85960216529701e-22	35	398
FAM004395	Contig240_ORF_983_2276+	69.52	4.057325349565588e-20	45	392
FAM008385	Contig125_ORF_3532_4957-	84.48	3.431491152559162e-25	34	462
FAM026862	Contig125_ORF_3532_4957-	69.84	1.610739825065157e-20	243	463
FAM023263	Contig125_ORF_3532_4957-	51.53	4.112606345964432e-15	262	463
FAM029961	Contig125_ORF_3532_4957-	53.99	2.374648885140936e-15	257	453
FAM019759	Contig172_ORF_132_1131-	53.41	4.257543392034464e-15	26	328
FAM001266	Contig252_ORF_6692_7433+	87.93	1.341441339830184e-25	32	242
FAM021013	Contig125_ORF_3532_4957-	61.02	5.718606977859359e-18	127	469
FAM021013	Contig125_ORF_3034_3526-	55.28	3.075208412799512e-16	1	139
FAM022836	Contig252_ORF_84_5007+	127.52	6.819394207106014e-38	662	993
FAM022836	Contig252_ORF_84_5007+	282.86	9.991293529637599e-85	1131	1630
FAM010266	Contig193_ORF_38_1097+	121.83	3.395441601374585e-36	20	347
FAM000805	Contig125_ORF_3532_4957-	188.52	3.792841134900686e-56	1	471
FAM000805	Contig125_ORF_3034_3526-	86.22	2.712379640030845e-25	3	143
FAM013970	Contig125_ORF_3532_4957-	130.8	5.148018586963277e-39	3	470
FAM000935	Contig125_ORF_3532_4957-	137.83	6.639239040133841e-41	167	475
FAM000935	Contig125_ORF_3034_3526-	54.96	6.547344148915466e-16	1	139
FAM001079	Contig252_ORF_84_5007+	82.24	2.766911836413821e-24	678	963
FAM023472	Contig125_ORF_3532_4957-	60.45	1.875398779380533e-17	168	463
FAM013072	Contig252_ORF_84_5007+	54.78	5.186184123446892e-16	662	971
FAM023176	Contig252_ORF_84_5007+	88.34	3.701803285172361e-26	677	973
FAM007527	Contig337_ORF_493_2113+	78.35	1.113754966044376e-22	251	487
FAM023467	Contig125_ORF_3532_4957-	355.6	1.1166252861494242e-106	20	470
FAM023467	Contig125_ORF_3034_3526-	121.05	6.135642288314466e-36	1	144
FAM012208	Contig132_ORF_192_2100-	62.96	5.6658261860878224e-18	157	365
FAM012208	Contig132_ORF_192_2100-	85.63	7.2398785456051075e-25	424	569
FAM012208	Contig101_ORF_332_1361+	143.26	2.1993753811206123e-42	1	304
FAM003752	Contig193_ORF_38_1097+	211.63	4.204442292400816e-63	1	324
FAM011574	Contig233_ORF_128_476+	65.14	1.9793732358199614e-18	3	116
FAM001243	Contig252_ORF_84_5007+	97.45	1.2478805417888014e-28	663	974
FAM003441	Contig165_ORF_366_2118-	84.22	2.287214304688417e-24	48	378
FAM014480	Contig165_ORF_366_2118-	54.82	1.6145673113586504e-15	68	376
FAM023562	Contig125_ORF_3532_4957-	147.49	1.2406901304334191e-43	126	472
FAM023562	Contig125_ORF_3034_3526-	78.24	1.1107069525582296e-22	1	139
FAM011710	Contig337_ORF_493_2113+	103.45	2.5000424557764556e-30	208	493
FAM020677	Contig154_ORF_2644_4879-	252.64	1.353867442359947e-75	6	527
FAM020677	Contig155_ORF_3581_4271-	181.99	3.2791727118190056e-54	6	229
FAM020677	Contig155_ORF_1967_3503-	59.31	4.457636126106692e-17	5	294
FAM007958	Contig125_ORF_3532_4957-	83.76	8.687469881216357e-25	24	469
FAM032677	Contig492_ORF_695_2849+	444.8	1.2028995621828748e-133	30	603
FAM032677	Contig491_ORF_663_2838+	433.08	4.2378684782315135e-130	30	614
FAM007647	Contig337_ORF_493_2113+	95.66	6.728702485312314e-28	234	488
FAM005603	Contig125_ORF_3532_4957-	256.98	7.210478029407615e-77	22	473
FAM005603	Contig125_ORF_3034_3526-	103.99	9.961536073598096e-31	1	144
FAM023449	Contig125_ORF_3532_4957-	57.8	9.719729689267256e-17	232	467
FAM002293	Contig252_ORF_84_5007+	60.23	1.0812816760239198e-17	655	967
FAM001440	Contig493_ORF_144_1113-	56.64	6.456506940334893e-16	91	194
FAM021833	Contig482_ORF_1017_2253+	140.63	1.4617136550215155e-41	35	303
FAM001418	Contig165_ORF_366_2118-	95.53	7.61761637324705e-28	32	381
FAM023463	Contig125_ORF_3532_4957-	150.06	1.1723317767072682e-44	34	470
FAM023463	Contig125_ORF_3034_3526-	73.95	1.070910906181208e-21	1	136
FAM003447	Contig165_ORF_366_2118-	61.08	2.7453062711660568e-17	58	370
FAM005146	Contig125_ORF_3532_4957-	171.83	2.4937768575097564e-51	34	474
FAM005146	Contig125_ORF_3034_3526-	57.82	5.75172514622159e-17	3	140
FAM002402	Contig125_ORF_3532_4957-	142.17	1.829150463331856e-42	20	469
FAM002402	Contig125_ORF_3034_3526-	55.04	3.3460056745516085e-16	1	144
FAM002197	Contig79_ORF_268_829-	65.96	6.245785415213058e-19	1	36
FAM002197	Contig79_ORF_268_829-	169.03	8.75918646741396e-51	34	111
FAM002197	Contig79_ORF_268_829-	169.33	7.055192449754836e-51	110	187
FAM002197	Contig78_ORF_71_530-	169.19	7.800652908968225e-51	1	77
FAM002197	Contig78_ORF_71_530-	170.44	3.2098400208268076e-51	75	153
FAM002197	Contig80_ORF_35_596-	180.45	2.5863476521297743e-54	21	151
FAM002197	Contig523_ORF_115_505+	63.2	4.454121234298856e-18	3	123
FAM017988	Contig282_ORF_2063_3347+	53.32	4.903205512973095e-15	141	339
FAM002404	Contig252_ORF_84_5007+	427.37	2.642600930188473e-128	661	1634
FAM023413	Contig125_ORF_3532_4957-	224.88	4.605098967049919e-67	19	463
FAM023413	Contig125_ORF_3034_3526-	75.3	8.884302054556427e-22	1	117
FAM018687	Contig79_ORF_268_829-	92.91	4.48858971151381e-27	32	110
FAM018687	Contig79_ORF_268_829-	92.91	4.485028064671232e-27	108	186
FAM018687	Contig78_ORF_71_530-	92.52	5.9081902781096746e-27	1	76
FAM018687	Contig78_ORF_71_530-	93.59	2.7807905778390873e-27	74	152
FAM018687	Contig80_ORF_35_596-	95.45	7.538533085858351e-28	17	107
FAM021790	Contig156_ORF_226_5242+	124.26	1.2532153198229724e-36	1	375
FAM022461	Contig125_ORF_3532_4957-	55.8	1.6672370033818008e-16	47	471
FAM001605	Contig252_ORF_84_5007+	52.16	3.66949151168225e-15	631	976
FAM023816	Contig252_ORF_84_5007+	50.85	2.4458886391125917e-14	1324	1566
FAM016626	Contig100_ORF_682_1357-	113.47	2.226341187972096e-33	67	219
FAM014925	Contig125_ORF_3532_4957-	128.98	2.000840125585952e-38	34	469
FAM002990	Contig337_ORF_493_2113+	157.79	7.829832939774363e-47	79	502
FAM006672	Contig125_ORF_3532_4957-	64.43	1.5782067141614083e-18	113	462
FAM009422	Contig193_ORF_38_1097+	96.75	2.7453205831683087e-28	65	245
FAM001954	Contig269_ORF_1185_2277-	402.88	2.4096327898723286e-121	3	362
FAM018705	Contig484_ORF_535_2236-	141.46	6.616743907422502e-42	2	489
FAM031498	Contig156_ORF_226_5242+	269.29	1.4623519749508853e-80	1	381
FAM031498	Contig156_ORF_226_5242+	144.56	8.793511934063522e-43	401	627
FAM011617	Contig252_ORF_84_5007+	69.61	6.974201400200888e-20	1474	1627
FAM001197	Contig125_ORF_3532_4957-	311.76	2.092946115569423e-93	31	466
FAM001197	Contig125_ORF_3034_3526-	96.8	1.4018597428208668e-28	3	142
FAM015004	Contig224_ORF_136_1771-	235.49	2.085673829525333e-70	14	543
FAM011601	Contig125_ORF_3532_4957-	93.74	2.353942491614829e-27	196	470
FAM028319	Contig193_ORF_38_1097+	82.82	2.2421888730153296e-24	1	341
FAM031596	Contig110_ORF_73_1003+	76.4	4.237138398329701e-22	10	269
FAM000408	Contig493_ORF_144_1113-	51.86	1.7431412920728045e-14	85	193
FAM001221	Contig125_ORF_3532_4957-	78.52	4.719159736476128e-23	267	464
FAM021796	Contig100_ORF_682_1357-	58.14	2.260922197552679e-16	66	220
FAM000203	Contig125_ORF_3532_4957-	131.88	3.413791163253422e-39	4	464
FAM000203	Contig125_ORF_3034_3526-	51.81	4.791916276910622e-15	1	152
FAM001244	Contig252_ORF_84_5007+	150.91	1.1928351997138173e-44	891	1628
FAM027800	Contig125_ORF_3532_4957-	136.29	1.5927627994984602e-40	23	470
FAM027800	Contig125_ORF_3034_3526-	58.04	6.242147357474574e-17	1	139
FAM006688	Contig224_ORF_136_1771-	198.13	4.667783225853437e-59	1	545
FAM023448	Contig125_ORF_3532_4957-	78.74	2.396718837886023e-23	11	467
FAM019687	Contig148_ORF_931_2119-	69.3	6.93652256021078e-20	30	329
FAM019687	Contig172_ORF_132_1131-	60.78	2.7013435832332088e-17	47	331
FAM019687	Contig511_ORF_186_2946-	51.83	1.4143602427066876e-14	685	916
FAM023621	Contig125_ORF_3532_4957-	52.11	2.385334015573467e-15	38	462
FAM009880	Contig337_ORF_493_2113+	95.17	7.571992743017189e-28	150	497
FAM011594	Contig317_ORF_168_3645-	156.15	2.2340117672407853e-46	910	1159
FAM011594	Contig445_ORF_78_2226+	88.42	7.472884428434305e-26	490	671
FAM011594	Contig318_ORF_745_2890-	74.25	1.4706514286483899e-21	543	705
FAM023012	Contig125_ORF_3532_4957-	82.51	1.6556439724054887e-24	29	467
FAM014884	Contig463_ORF_1152_4566+	54.88	1.438262086874629e-15	2	261
FAM014884	Contig463_ORF_1152_4566+	66.73	3.6335551281021844e-19	143	337
FAM014884	Contig463_ORF_1152_4566+	99.76	3.3576312436180995e-29	263	555
FAM014884	Contig110_ORF_73_1003+	190.52	9.027973311619299e-57	2	256
FAM014884	Contig336_ORF_241_1966+	85.57	6.863952369305326e-25	51	160
FAM001023	Contig337_ORF_493_2113+	107.78	9.730199372327549e-32	176	518
FAM004869	Contig125_ORF_3532_4957-	116.45	1.301748634910446e-34	11	462
FAM004869	Contig125_ORF_3034_3526-	52.81	1.9705983140463074e-15	1	145
FAM006797	Contig252_ORF_84_5007+	64.64	4.486839351414679e-19	668	960
FAM018922	Contig254_ORF_582_2622-	71.44	1.0970451312599912e-20	49	293
FAM007361	Contig193_ORF_38_1097+	81.07	1.2446859727496119e-23	53	320
FAM032183	Contig172_ORF_132_1131-	56.22	5.852815735750676e-16	39	323
FAM032183	Contig400_ORF_1273_4156+	53.49	3.939693357057865e-15	688	888
FAM032183	Contig401_ORF_1286_4169+	53.49	3.939693357057865e-15	688	888
FAM025209	Contig125_ORF_3532_4957-	113.1	9.426725905449662e-34	36	463
FAM025209	Contig125_ORF_3034_3526-	61.24	4.041568579579338e-18	2	136
FAM012726	Contig337_ORF_493_2113+	84.12	1.9480481658279874e-24	104	493
FAM019113	Contig79_ORF_268_829-	78.23	1.102574156506511e-22	32	110
FAM019113	Contig79_ORF_268_829-	78.23	1.1021956907674537e-22	108	186
FAM019113	Contig78_ORF_71_530-	74.02	2.1242800061787962e-21	1	76
FAM019113	Contig78_ORF_71_530-	78.91	6.80888624978286e-23	74	152
FAM019113	Contig80_ORF_35_596-	77.36	2.0286388381371353e-22	20	107
FAM002992	Contig341_ORF_3193_5212-	113.15	3.4878217719999315e-33	346	654
FAM010294	Contig252_ORF_84_5007+	118.94	2.5463071551063497e-35	606	976
FAM010294	Contig252_ORF_84_5007+	305.91	1.138796502902451e-91	1137	1641
FAM032044	Contig234_ORF_191_1964+	63.48	3.9242971578159e-18	354	495
FAM006885	Contig252_ORF_84_5007+	234.99	3.189688088211338e-70	1179	1628
FAM023188	Contig125_ORF_3532_4957-	437.52	1.8783949385519224e-131	11	463
FAM023188	Contig125_ORF_3034_3526-	122.95	1.4507954752579426e-36	1	158
FAM001273	Contig337_ORF_493_2113+	57.47	2.3443461467998886e-16	169	501
FAM009024	Contig337_ORF_493_2113+	153.61	1.567179598393761e-45	111	495
FAM025327	Contig125_ORF_3532_4957-	107.75	6.245901780434277e-32	4	471
FAM025327	Contig125_ORF_3034_3526-	61.29	6.458802085916336e-18	2	141
FAM005166	Contig125_ORF_3034_3526-	51.63	5.639541548464279e-15	1	138
FAM023556	Contig252_ORF_84_5007+	50.02	1.9888743538011966e-14	624	962
FAM023556	Contig252_ORF_84_5007+	52.73	3.0164504292330705e-15	1290	1620
FAM007990	Contig125_ORF_3532_4957-	125.39	3.9244922306329146e-37	26	462
FAM007990	Contig125_ORF_3034_3526-	55.44	4.947639686131763e-16	1	154
FAM027714	Contig125_ORF_3532_4957-	150.09	7.145028994167054e-45	25	470
FAM002398	Contig492_ORF_695_2849+	422.73	3.4517129487195625e-127	109	580
FAM002398	Contig491_ORF_663_2838+	412.87	3.3758104418489187e-124	109	587
FAM004514	Contig385_ORF_2494_11404-	93.62	2.6450972072671367e-27	1902	2162
FAM004514	Contig253_ORF_159_18090+	60.11	4.416127160730309e-17	5670	5930
FAM004514	Contig148_ORF_931_2119-	85.93	5.858069568463677e-25	18	296
FAM004514	Contig172_ORF_132_1131-	74.6	1.6760372309014185e-21	21	261
FAM004514	Contig400_ORF_1273_4156+	74.14	2.3195052699596475e-21	684	898
FAM004514	Contig401_ORF_1286_4169+	74.14	2.3195052699596475e-21	684	898
FAM024066	Contig252_ORF_84_5007+	125.61	2.4172301959327447e-37	624	962
FAM024066	Contig252_ORF_84_5007+	261.22	3.1753580099623568e-78	1131	1629
FAM002106	Contig100_ORF_682_1357-	128.73	3.897351667383127e-38	63	225
FAM021809	Contig253_ORF_159_18090+	52.11	1.3168968202228108e-14	5640	5937
FAM021809	Contig148_ORF_931_2119-	96.0	5.84040036980076e-28	21	296
FAM021809	Contig400_ORF_1273_4156+	86.06	6.177248793072119e-25	631	903
FAM021809	Contig401_ORF_1286_4169+	86.06	6.177248793072119e-25	631	903
FAM021809	Contig385_ORF_2494_11404-	79.19	7.633401249594854e-23	1865	2173
FAM021809	Contig172_ORF_132_1131-	69.14	8.677644003669758e-20	23	267
FAM031858	Contig463_ORF_1152_4566+	56.34	4.640690617837621e-16	142	388
FAM031858	Contig463_ORF_1152_4566+	70.6	2.177525065009579e-20	310	603
FAM010265	Contig193_ORF_38_1097+	67.41	2.5049857945565955e-19	149	271
FAM004531	Contig329_ORF_418_1636-	158.39	5.890245966973614e-47	137	406
FAM004531	Contig330_ORF_58_1180-	157.1	1.4460265009862696e-46	122	373
FAM004531	Contig246_ORF_150_1404+	149.42	3.07598713732446e-44	150	418
FAM004531	Contig30_ORF_3706_4909-	138.23	7.574416531292753e-41	134	401
FAM004531	Contig240_ORF_983_2276+	106.91	2.3613081548467394e-31	138	393
FAM010166	Contig236_ORF_212_2195+	102.47	5.174641606006412e-30	12	534
FAM010166	Contig53_ORF_93_2130+	88.24	1.0512243443420538e-25	53	569
FAM002788	Contig252_ORF_84_5007+	85.98	1.5579483643384825e-25	675	975
FAM005636	Contig252_ORF_84_5007+	72.94	1.7483765542353093e-21	657	959
FAM023457	Contig125_ORF_3034_3526-	52.35	4.490009406361636e-15	2	136
FAM030919	Contig79_ORF_268_829-	126.53	2.437939537942454e-37	34	112
FAM030919	Contig79_ORF_268_829-	126.03	3.453031872928667e-37	110	187
FAM030919	Contig78_ORF_71_530-	126.81	1.997140365305475e-37	1	78
FAM030919	Contig78_ORF_71_530-	126.71	2.149273337219498e-37	76	153
FAM030919	Contig80_ORF_35_596-	133.29	2.176291578835764e-39	17	129
FAM011936	Contig236_ORF_212_2195+	367.46	3.72966285234177e-111	8	213
FAM011936	Contig237_ORF_253_742+	288.17	7.043491889463081e-87	1	163
FAM011936	Contig53_ORF_93_2130+	262.16	6.465749566184226e-79	50	251
FAM000193	Contig165_ORF_366_2118-	63.67	3.235002613578617e-18	70	403
FAM024159	Contig125_ORF_3532_4957-	127.83	1.0326968554723418e-37	181	474
FAM024159	Contig125_ORF_3034_3526-	53.04	4.354803286067359e-15	1	138
FAM015536	Contig125_ORF_3532_4957-	54.67	7.089127051884048e-16	81	460
FAM015536	Contig125_ORF_3034_3526-	54.68	7.021149630842924e-16	2	151
FAM007360	Contig252_ORF_84_5007+	150.19	8.429456979972505e-45	639	980
FAM007360	Contig252_ORF_84_5007+	264.3	3.30661271151063e-79	1125	1628
FAM014669	Contig125_ORF_3532_4957-	112.35	2.663676628028047e-33	22	465
FAM014669	Contig125_ORF_3034_3526-	58.62	4.251487225852894e-17	1	135
FAM026915	Contig125_ORF_3532_4957-	103.57	1.2241570631515227e-30	30	464
FAM001582	Contig125_ORF_3532_4957-	120.48	1.3915127730216372e-35	209	468
FAM001582	Contig125_ORF_3034_3526-	57.83	1.0973827724969028e-16	1	141
FAM003100	Contig125_ORF_3532_4957-	99.54	1.852408401813726e-29	188	471
FAM013637	Contig452_ORF_525_1524-	388.41	4.4517533141147456e-117	36	324
FAM013637	Contig453_ORF_2759_3758-	388.41	4.4517533141147456e-117	36	324
FAM013637	Contig454_ORF_525_1524-	388.41	4.4517533141147456e-117	36	324
FAM005332	Contig252_ORF_84_5007+	95.94	3.002167704116711e-28	665	958
FAM021629	Contig356_ORF_370_2404-	69.46	5.463567404835729e-20	88	285
FAM021629	Contig356_ORF_370_2404-	99.66	3.6959888237649756e-29	295	582
FAM023145	Contig252_ORF_84_5007+	160.16	7.320177098448222e-48	531	975
FAM023145	Contig252_ORF_84_5007+	324.93	1.5837617653285043e-97	1115	1641
FAM021624	Contig154_ORF_2644_4879-	121.55	7.532464312622144e-36	8	344
FAM021624	Contig155_ORF_3581_4271-	90.57	1.7753438275347708e-26	7	229
FAM000235	Contig252_ORF_84_5007+	64.31	1.0107443743300563e-18	1327	1623
FAM005638	Contig252_ORF_84_5007+	51.32	6.898036648139817e-15	681	973
FAM023007	Contig125_ORF_3532_4957-	62.55	1.4718016842063358e-18	165	474
FAM007217	Contig282_ORF_2063_3347+	71.51	1.0760136158742495e-20	28	112
FAM025792	Contig337_ORF_493_2113+	96.63	3.286811869463742e-28	176	508
FAM013448	Contig125_ORF_3532_4957-	242.37	1.527486617156384e-72	8	475
FAM013448	Contig125_ORF_3034_3526-	72.78	2.0885190171743187e-21	1	139
FAM002994	Contig125_ORF_3532_4957-	98.95	2.1374359384550224e-29	23	474
FAM002994	Contig125_ORF_3034_3526-	68.71	2.776668798164784e-20	1	157
FAM009105	Contig125_ORF_3532_4957-	71.08	5.406607582363e-21	17	467
FAM015076	Contig341_ORF_1460_3137-	87.17	2.190079489062091e-25	266	494
FAM005113	Contig125_ORF_3532_4957-	94.94	2.8286172048525076e-28	35	474
FAM005113	Contig125_ORF_3034_3526-	51.84	2.7652494114349595e-15	1	144
FAM026736	Contig125_ORF_3532_4957-	106.57	1.0671914540689254e-31	36	474
FAM013214	Contig254_ORF_3847_4819+	78.38	1.2842224003242567e-22	23	148
FAM010007	Contig252_ORF_84_5007+	75.67	8.085820171110207e-22	1305	1435
FAM009669	Contig385_ORF_2494_11404-	61.39	1.6368557955529704e-17	1934	2171
FAM009669	Contig172_ORF_132_1131-	61.16	1.9242251986742253e-17	36	262
FAM009669	Contig317_ORF_168_3645-	56.53	4.889611229889312e-16	938	1120
FAM012173	Contig253_ORF_159_18090+	88.91	6.84025088073096e-26	4935	5213
FAM012173	Contig253_ORF_159_18090+	77.22	2.4900953510883997e-22	5652	5934
FAM012173	Contig148_ORF_931_2119-	141.84	5.111593684853122e-42	3	298
FAM012173	Contig385_ORF_2494_11404-	140.95	9.545132595171647e-42	1884	2169
FAM012173	Contig400_ORF_1273_4156+	101.39	1.0786452982995269e-29	665	956
FAM012173	Contig401_ORF_1286_4169+	101.39	1.0786452982995269e-29	665	956
FAM012173	Contig172_ORF_132_1131-	101.41	1.0663962946002584e-29	30	266
FAM012173	Contig401_ORF_4916_5972+	58.67	1.1182175480405567e-16	1	137
FAM012173	Contig301_ORF_1259_3131+	69.37	6.138602202997833e-20	304	544
FAM000209	Contig531_ORF_2820_3120-	128.24	9.502104674017329e-38	1	78
FAM005556	Contig125_ORF_3532_4957-	71.31	1.824801212444841e-20	294	398
FAM000708	Contig337_ORF_493_2113+	132.88	3.4384457958881434e-39	52	539
FAM023087	Contig125_ORF_3532_4957-	82.84	1.365727405750915e-24	35	460
FAM011068	Contig252_ORF_84_5007+	115.8	2.355884583641736e-34	677	968
FAM012192	Contig100_ORF_682_1357-	58.27	1.6432189322470842e-16	64	224
FAM003897	Contig502_ORF_1815_2187-	105.9	7.1207143694353966e-31	4	124
FAM003897	Contig502_ORF_2558_2930+	64.0	4.312913594202174e-18	8	124
FAM007300	Contig337_ORF_493_2113+	109.56	3.4055187466049854e-32	122	489
FAM001264	Contig252_ORF_84_5007+	288.63	1.747401317301226e-86	99	975
FAM001264	Contig252_ORF_84_5007+	494.72	1.2928279717076962e-148	984	1634
FAM009726	Contig100_ORF_682_1357-	57.94	2.1405835440427596e-16	68	220
FAM007624	Contig125_ORF_3532_4957-	99.33	2.053263334145864e-29	7	466
FAM007624	Contig125_ORF_3034_3526-	60.5	1.0543430301761154e-17	1	132
FAM002995	Contig337_ORF_493_2113+	122.48	4.221193140544648e-36	141	431
FAM028610	Contig125_ORF_3532_4957-	145.2	1.909081027029822e-43	26	474
FAM028610	Contig125_ORF_3034_3526-	65.46	2.0321187290668258e-19	1	143
FAM023523	Contig125_ORF_3532_4957-	52.68	4.712185889393428e-15	215	460
FAM012730	Contig125_ORF_3532_4957-	52.6	5.435342245679443e-15	222	470
FAM022462	Contig125_ORF_3532_4957-	115.19	2.3297206264261808e-34	28	470
FAM022462	Contig125_ORF_3034_3526-	55.94	1.6676810100175456e-16	1	144
FAM001218	Contig125_ORF_3532_4957-	69.67	2.2263670925459348e-20	171	467
FAM004044	Contig253_ORF_159_18090+	51.47	1.981327970223999e-14	5008	5239
FAM004044	Contig253_ORF_159_18090+	64.32	2.397171808895653e-18	5722	5964
FAM004044	Contig385_ORF_2494_11404-	86.53	4.0788962145279144e-25	1954	2190
FAM004044	Contig172_ORF_132_1131-	82.18	8.622826250930454e-24	35	285
FAM004044	Contig148_ORF_931_2119-	67.31	2.9556974301917627e-19	86	328
FAM004044	Contig400_ORF_1273_4156+	55.88	8.97532565291816e-16	687	960
FAM004044	Contig401_ORF_1286_4169+	55.88	8.97532565291816e-16	687	960
FAM026855	Contig125_ORF_3532_4957-	77.17	9.902230165404456e-23	208	460
FAM023863	Contig252_ORF_84_5007+	113.0	3.406825562842122e-33	1380	1625
FAM000791	Contig252_ORF_84_5007+	97.39	8.547554405498211e-29	624	960
FAM002298	Contig125_ORF_3532_4957-	87.62	6.473407117265308e-26	193	472
FAM030209	Contig252_ORF_84_5007+	66.45	1.439231925727325e-19	676	977
FAM030209	Contig252_ORF_84_5007+	117.66	5.293851280402738e-35	1202	1628
FAM022351	Contig125_ORF_3532_4957-	72.55	2.4684910948474807e-21	36	468
FAM022351	Contig125_ORF_3034_3526-	52.24	3.2910346349391683e-15	2	140
FAM023605	Contig337_ORF_493_2113+	59.4	5.185065891386417e-17	177	431
FAM022598	Contig125_ORF_3532_4957-	74.57	7.220714638203423e-22	248	462
FAM023515	Contig125_ORF_3532_4957-	68.56	9.559548925596791e-20	179	474
FAM004369	Contig482_ORF_1017_2253+	75.32	9.044221446873011e-22	36	136
FAM011416	Contig165_ORF_366_2118-	77.74	1.962582781010414e-22	10	385
FAM023461	Contig125_ORF_3532_4957-	283.07	9.042759032099661e-85	31	469
FAM023461	Contig125_ORF_3034_3526-	97.22	1.015069511415809e-28	2	142
FAM023908	Contig317_ORF_168_3645-	143.96	1.0145475969202537e-42	910	1149
FAM023908	Contig445_ORF_78_2226+	88.97	4.065745264576021e-26	494	671
FAM023908	Contig318_ORF_745_2890-	95.51	4.320902296175907e-28	543	705
FAM023908	Contig400_ORF_1273_4156+	50.67	1.488805979055077e-14	691	912
FAM023908	Contig401_ORF_1286_4169+	50.67	1.488805979055077e-14	691	912
FAM004492	Contig393_ORF_353_2318-	158.46	5.212988783966472e-47	279	648
FAM026745	Contig125_ORF_3532_4957-	82.12	1.8104441329464465e-24	47	467
FAM030641	Contig500_ORF_146_890+	100.87	1.4297026635119778e-29	1	141
FAM030641	Contig11_ORF_296_872+	61.04	2.2816959589866198e-17	2	191
FAM030641	Contig65_ORF_324_936+	60.56	3.199287988442516e-17	8	195
FAM000576	Contig302_ORF_2031_2796+	107.06	2.4756014166794636e-31	25	195
FAM000576	Contig302_ORF_515_1772+	102.04	8.35594184440045e-30	211	419
FAM015222	Contig125_ORF_3532_4957-	55.53	2.7395341029004445e-16	256	474
FAM002085	Contig253_ORF_159_18090+	76.92	3.843206217347049e-22	4965	5211
FAM002085	Contig253_ORF_159_18090+	59.27	9.33805019512234e-17	5669	5932
FAM002085	Contig385_ORF_2494_11404-	134.24	1.2676333385222393e-39	1903	2168
FAM002085	Contig400_ORF_1273_4156+	131.09	1.1616254315691094e-38	680	953
FAM002085	Contig401_ORF_1286_4169+	131.09	1.1616254315691094e-38	680	953
FAM002085	Contig148_ORF_931_2119-	120.87	1.5164412745818607e-35	39	296
FAM002085	Contig401_ORF_4916_5972+	67.75	2.410151101447105e-19	1	140
FAM002085	Contig172_ORF_132_1131-	105.45	7.639477197094565e-31	24	264
FAM023121	Contig252_ORF_84_5007+	81.19	5.014557396545257e-24	633	974
FAM023121	Contig252_ORF_84_5007+	251.17	2.8978547281294677e-75	1190	1631
FAM002784	Contig125_ORF_3532_4957-	360.88	3.989879258765879e-108	18	470
FAM002784	Contig125_ORF_3034_3526-	131.98	4.361156610254915e-39	1	139
FAM021954	Contig400_ORF_1273_4156+	64.02	3.046441790301064e-18	670	831
FAM021954	Contig401_ORF_1286_4169+	64.02	3.046441790301064e-18	670	831
FAM021954	Contig385_ORF_2494_11404-	51.02	2.6881782475469426e-14	1886	2053
FAM003265	Contig148_ORF_931_2119-	59.91	4.497552982237253e-17	71	332
FAM003265	Contig400_ORF_1273_4156+	52.88	6.207483354259727e-15	706	957
FAM003265	Contig401_ORF_1286_4169+	52.88	6.207483354259727e-15	706	957
FAM016564	Contig302_ORF_2031_2796+	89.3	5.970770825063778e-26	24	197
